,NAME,USER_ID,HOURS_DATASCIENCE,HOURS_BACKEND,HOURS_FRONTEND,NUM_COURSES_BEGINNER_DATASCIENCE,NUM_COURSES_BEGINNER_BACKEND,NUM_COURSES_BEGINNER_FRONTEND,NUM_COURSES_ADVANCED_DATASCIENCE,NUM_COURSES_ADVANCED_BACKEND,NUM_COURSES_ADVANCED_FRONTEND,AVG_SCORE_DATASCIENCE,AVG_SCORE_BACKEND,AVG_SCORE_FRONTEND,PROFILE
8113,John Cain,48272007,0,17,43,3,6,2,2,9,0,96,68,85,beginner_backend
8114,Douglas Theriot,61661660,69,73,31,6,4,7,4,4,6,63,43,55,advanced_backend
8115,Romana Douglas,18242281,21,30,61,5,6,3,3,7,2,65,61,85,beginner_backend
8116,Kelly Flynn,48114559,31,21,66,3,4,2,6,6,1,66,64,69,beginner_front_end
8117,Susan Bring,31212142,65,68,52,4,6,4,1,1,5,76,85,86,beginner_data_science
8118,Shannon Oshell,63641842,30,32,52,3,2,3,6,4,4,70,85,84,beginner_backend
8119,Rachel Tiano,30356447,42,52,49,4,5,1,1,4,1,48,85,51,advanced_front_end
8120,Jesus Murray,62952073,63,30,43,4,7,2,4,6,4,67,62,56,beginner_front_end
8121,Eliana Fuente,29751757,17,55,53,4,5,4,4,5,5,63,65,69,advanced_front_end
8122,Juan Turbeville,58094308,11,2,43,2,2,10,0,1,3,71,97,90,beginner_data_science
8123,Marie Hockenberry,84409051,53,69,24,4,1,1,3,5,5,50,68,87,beginner_backend
8124,Shirley Jacobs,94090265,28,69,19,5,4,3,1,8,4,71,51,86,advanced_data_science
8125,Gordon Alexander,23224357,41,34,25,5,2,4,7,9,7,53,77,60,advanced_backend
8126,Normand Lindsey,61211262,82,9,26,3,5,4,2,5,3,48,79,57,advanced_front_end
8127,Tamara Reyes,8640183,43,49,31,4,0,4,8,4,3,77,69,60,advanced_backend
8128,Elizabeth Toomey,92299349,25,72,3,1,3,5,0,4,3,77,77,66,beginner_backend
8129,Charles Pemberton,69471026,96,20,71,3,6,8,6,6,4,47,32,69,beginner_front_end
8130,Mary Lynch,93634701,26,20,33,1,4,9,2,3,2,64,82,80,beginner_data_science
8131,Richard Cole,8868935,40,26,8,9,4,5,7,4,3,72,47,71,advanced_backend
8132,Reginald Adams,67612687,22,0,54,0,3,1,1,9,6,37,92,83,advanced_front_end
8133,Gloria Sorkin,87523886,18,39,21,4,1,0,2,5,3,64,53,71,beginner_backend
8134,Robert Chirinos,15641818,15,18,37,2,3,8,4,3,2,66,85,77,beginner_data_science
8135,Lena Smith,51826835,25,3,29,0,2,2,6,5,2,47,60,71,beginner_data_science
8136,Walton Johnson,21087865,126,26,14,2,7,6,3,2,3,42,46,54,beginner_front_end
8137,William White,39919688,20,41,47,3,7,1,0,7,5,70,63,76,beginner_backend
8138,Carl Osborne,19934535,44,1,29,3,6,4,4,4,2,74,74,74,beginner_front_end
8139,Sandra Smith,24290832,2,65,0,3,3,0,1,3,3,96,77,44,beginner_front_end
8140,Robert Larson,38642596,71,35,35,1,6,2,4,3,2,53,57,53,beginner_front_end
8141,Rena Bodnar,61512276,71,40,34,1,5,3,2,4,2,57,28,44,beginner_front_end
8142,Sarah Finnie,42560793,2,88,82,6,2,4,2,6,6,56,65,48,advanced_front_end
8143,Mark Richardson,19855043,30,33,57,4,3,2,1,6,4,48,78,59,advanced_front_end
8144,Daniel Smith,91802324,55,46,37,2,2,1,3,5,4,69,28,35,beginner_front_end
8145,Racheal Mullins,70366028,19,35,22,5,3,7,5,1,8,90,74,83,advanced_backend
8146,Donald Jefferson,57423947,83,109,2,6,0,1,4,2,5,57,82,69,beginner_backend
8147,Fred Roldan,90313997,22,11,48,3,4,8,4,3,1,67,73,66,beginner_data_science
8148,Reid Guzman,23868022,34,58,8,4,5,3,1,6,1,65,64,63,advanced_data_science
8149,Deanne Wilson,15949630,54,85,61,5,0,7,3,4,5,74,54,77,advanced_backend
8150,Kristina Brewington,95955913,91,54,33,1,0,4,6,5,10,77,73,51,advanced_backend
8151,Sharon Thompson,28734482,18,51,62,2,3,5,4,7,4,49,58,47,advanced_front_end
8152,Donald Curtis,12972486,76,49,53,8,3,5,7,3,1,56,40,63,advanced_data_science
8153,Sam Ramos,74858797,37,77,0,3,2,4,2,8,1,66,68,77,beginner_backend
8154,Craig Hayes,66699653,53,25,45,4,3,1,2,8,5,74,38,47,beginner_front_end
8155,Crystal Moe,89142618,59,47,50,8,7,4,1,4,1,64,86,30,advanced_front_end
8156,Ike Eidson,6295441,20,31,26,0,3,9,4,4,1,38,77,73,beginner_data_science
8157,Garry Sum,82493226,77,65,3,5,3,4,6,11,4,54,56,66,advanced_data_science
8158,Martha Wilson,12350051,60,68,39,3,0,1,5,10,0,54,56,94,beginner_backend
8159,Victoria Gonzalez,50665454,57,60,60,2,0,4,4,4,5,55,71,67,beginner_backend
8160,Miguel Belk,91791777,65,26,12,4,5,1,6,3,5,63,77,74,advanced_backend
8161,Willis Hall,48809188,55,56,48,7,3,2,3,6,4,,76,79,beginner_backend
8162,Sean Krause,80082362,21,40,22,5,5,5,0,3,0,63,65,61,advanced_data_science
8163,Helena Mcgee,7928960,38,49,63,6,4,2,5,1,4,50,54,56,beginner_data_science
8164,Michael Doran,61886902,29,71,13,2,3,4,2,3,4,74,80,65,beginner_backend
8165,Shirley Winchell,70511213,68,32,2,10,0,8,0,3,4,71,66,90,advanced_data_science
8166,Elaine Stringer,21743193,83,12,13,1,7,6,5,5,5,61,67,70,beginner_front_end
8167,Thomas Uchida,41417903,27,34,54,3,4,2,1,3,5,77,77,84,beginner_data_science
8168,Jesusa Carrier,46392412,62,50,16,3,6,5,2,3,8,54,80,64,advanced_backend
8169,Darla Biddle,28021728,64,48,79,3,2,4,3,2,4,58,85,71,beginner_data_science
8170,Daniel Rappa,11997130,39,71,20,5,4,5,1,3,6,54,70,68,beginner_backend
8171,Shirley Laporte,96621391,13,41,42,7,4,7,3,4,8,78,75,89,advanced_backend
8172,Mark Richardson,91974656,11,13,51,3,2,10,2,3,2,63,83,75,beginner_data_science
8173,Ethel Boone,82676015,46,79,0,4,3,5,3,4,3,65,69,55,beginner_backend
8174,Lori Fiorentino,68803228,9,32,22,7,5,7,6,3,7,74,71,76,beginner_backend
8175,Judith Gaytan,10916883,54,55,39,1,4,7,1,5,2,39,77,85,beginner_data_science
8176,Ebony Gulley,42488615,42,27,74,5,4,4,0,2,0,76,41,63,advanced_data_science
8177,Mary Mccloud,43308436,70,39,25,4,8,6,2,5,2,66,64,61,beginner_front_end
8178,Loren Dietrich,70625670,77,20,41,3,8,5,4,5,3,60,51,62,beginner_front_end
8179,Sean Blood,60322980,20,65,40,5,2,7,3,4,6,77,70,60,advanced_backend
8180,James Fincher,24058684,0,75,73,3,1,2,2,6,5,49,73,64,advanced_front_end
8181,Franklin Simpson,50487449,82,26,18,4,5,6,3,2,3,55,39,55,beginner_front_end
8182,Sarah Macgregor,70304183,56,31,55,5,4,7,1,5,2,43,63,53,advanced_data_science
8183,Lucy Moreno,64347425,11,33,37,5,4,1,2,8,5,99,53,53,beginner_front_end
8184,Hazel Baxter,6670829,3,58,0,3,7,5,0,5,4,71,40,41,beginner_backend
8185,Carol Blake,83069963,45,48,57,1,2,5,2,8,0,64,68,67,beginner_backend
8186,Carmen Macpherson,95928599,35,86,28,3,8,2,5,4,3,57,86,63,advanced_front_end
8187,Jeremy Branch,18220928,61,40,26,2,6,5,2,5,3,66,45,52,beginner_front_end
8188,Humberto Oiler,89047282,0,90,69,3,4,1,4,6,3,50,79,64,advanced_front_end
8189,Denise Dillehay,28119288,0,30,55,1,3,2,1,6,5,43,78,64,advanced_front_end
8190,Dorothy Nelson,88911167,53,64,14,3,5,4,2,7,4,76,72,67,beginner_backend
8191,Juana Shannon,3298043,37,50,85,6,3,0,3,3,5,45,36,50,beginner_data_science
8192,Maile Sansburn,62300635,54,43,46,2,4,4,4,6,2,49,79,82,beginner_data_science
8193,Howard Poncedeleon,32958381,13,21,52,3,2,5,2,2,4,76,72,60,beginner_data_science
8194,Rosemary Thorn,29947368,69,48,24,0,7,2,3,2,4,60,41,41,beginner_front_end
8195,Jeannie Sheck,84089298,36,15,21,0,4,4,4,6,2,73,58,71,beginner_data_science
8196,Joan Langley,27358614,35,38,76,5,3,0,3,3,5,67,68,72,beginner_data_science
8197,Leta Janas,90309807,49,51,79,3,2,4,2,6,3,63,58,58,advanced_front_end
8198,Ferne Ludlow,26252700,44,89,43,4,2,4,6,5,6,61,39,90,advanced_data_science
8199,Phyllis Rowan,33103928,57,21,29,7,3,4,4,9,4,61,72,76,advanced_backend
8200,Briana Edwards,64354704,0,77,56,3,7,5,4,6,2,74,70,34,advanced_front_end
8201,Leona Hecker,88542329,0,22,52,6,3,8,4,0,3,60,76,59,beginner_data_science
8202,Frances Crabtree,85843889,36,74,16,5,4,5,2,6,1,74,71,76,advanced_data_science
8203,Julie Austin,6744774,58,23,2,8,4,6,2,0,2,50,82,88,advanced_data_science
8204,Kellie Fusco,31496469,53,48,28,6,1,7,1,3,5,61,52,87,advanced_data_science
8205,Valerie Acosta,75254367,35,91,79,5,4,3,2,4,2,70,64,45,advanced_front_end
8206,Billy Caban,5344643,38,80,75,6,1,9,3,5,7,68,62,70,advanced_backend
8207,Lauren Savino,28759137,25,74,59,5,0,8,6,4,7,80,59,71,advanced_backend
8208,Gilbert Young,16393949,20,39,37,3,8,1,4,4,3,82,80,61,beginner_front_end
8209,Angelina Mcclean,24011136,89,21,37,1,8,8,5,6,0,53,49,75,beginner_front_end
8210,Sandra Fulton,3982127,20,19,37,7,1,6,4,7,6,80,88,71,advanced_backend
8211,Brian Bently,91629111,58,5,28,6,1,6,2,0,4,50,78,99,advanced_data_science
8212,Donna Green,20200936,57,,21,8,5,4,6,3,2,57,80,90,advanced_data_science
8213,Naomi Distasio,51237006,64,21,79,3,4,4,4,6,3,59,48,66,beginner_front_end
8214,Jennifer Goeltz,74466395,33,39,43,4,3,5,5,3,5,47,55,74,advanced_data_science
8215,George Men,82442527,56,34,67,3,4,4,5,5,5,40,57,60,advanced_data_science
8216,Mayra Gomez,37520133,41,27,62,4,5,3,5,2,0,65,62,64,beginner_front_end
8217,Daniel Krone,95058627,0,0,58,2,10,5,1,8,0,100,62,66,beginner_backend
8218,Mary Lococo,47987604,20,46,52,4,3,3,1,5,6,44,85,55,advanced_data_science
8219,Helen Ishihara,89462332,4,56,47,2,7,1,1,4,1,63,73,56,advanced_front_end
8220,Michael Chappel,68493205,16,63,31,3,5,4,3,6,1,64,71,60,advanced_data_science
8221,Andrea Pellowski,50589272,50,61,36,4,3,4,8,7,8,51,63,47,advanced_backend
8222,Marsha Miller,81737490,43,23,35,3,5,3,3,7,4,70,67,67,beginner_front_end
8223,Rosa Mcdougal,37994101,50,41,60,1,5,4,3,5,2,48,67,65,beginner_data_science
8224,Michael Browning,30759285,44,37,0,6,8,4,3,4,3,47,70,65,advanced_backend
8225,Michael Haley,9562062,0,50,31,6,1,8,6,2,4,86,77,72,advanced_backend
8226,Ross Lurry,21426281,39,76,0,7,1,8,4,9,5,48,75,72,advanced_data_science
8227,Michael Mears,25359596,74,17,45,4,5,5,4,5,1,61,56,71,beginner_front_end
8228,Jessica Godinho,92290172,9,14,39,0,5,2,2,9,2,75,61,70,beginner_backend
8229,Anna Gomez,82393300,18,30,5,3,3,5,2,3,4,71,69,87,beginner_data_science
8230,Darryl Jackson,32247571,15,0,55,2,0,8,6,2,1,70,85,53,beginner_data_science
8231,Leroy Pharr,52273313,26,32,36,2,4,5,3,6,5,54,90,60,advanced_front_end
8232,Alysia Lung,44432673,74,54,42,6,3,5,5,5,3,54,56,69,advanced_data_science
8233,Derek Doran,62977184,41,35,15,6,3,4,7,6,6,60,65,63,advanced_backend
8234,Vonda Trotter,62045585,0,6,41,2,5,1,2,6,3,76,58,76,beginner_backend
8235,Shirley Guthmiller,78279681,60,32,7,8,2,10,0,4,3,45,88,72,advanced_data_science
8236,Fay Winsor,74765183,18,51,0,0,7,0,1,3,2,83,75,47,beginner_front_end
8237,Clarence Burke,79650248,28,12,33,3,5,3,0,5,4,41,72,47,advanced_front_end
8238,Nicholas Deiss,73646535,44,46,26,3,7,3,5,5,5,43,82,65,advanced_front_end
8239,Gary Thielen,23820043,34,34,23,3,2,4,4,3,7,75,88,86,advanced_backend
8240,Porter Poulos,69360757,57,41,3,6,3,8,3,4,5,70,69,37,advanced_backend
8241,Karen Leek,76249415,13,31,15,4,5,3,2,9,1,77,61,84,beginner_backend
8242,Marie Trusty,65288719,38,30,23,5,4,4,5,4,5,71,83,75,advanced_backend
8243,Kellie Baker,18954969,0,49,23,2,3,0,3,9,3,100,73,52,beginner_front_end
8244,Lucille Magallan,41531237,24,69,16,6,5,5,5,0,2,75,54,61,advanced_backend
8245,Mary Raub,68719201,72,17,36,3,5,6,3,4,0,56,72,77,beginner_front_end
8246,Justin Hughes,78118934,21,56,26,1,3,6,1,5,3,74,75,56,beginner_backend
8247,Leslie Lamus,24267101,63,33,29,5,5,6,3,7,3,71,47,61,beginner_front_end
8248,Ann Pick,84855170,18,18,52,1,2,4,2,6,3,66,57,64,advanced_front_end
8249,Pearl Howell,52273557,26,44,63,4,2,8,3,3,2,55,61,58,beginner_data_science
8250,Brandy Black,83250632,4,29,45,5,1,11,3,0,2,56,100,75,beginner_data_science
8251,Robert Clark,23822734,50,27,45,4,5,1,3,3,4,60,75,57,beginner_front_end
8252,Erin Huddleston,38483899,69,78,32,6,2,0,3,8,2,52,64,92,beginner_backend
8253,Pat Mcgriff,36310778,62,,53,5,3,2,6,6,5,59,91,100,beginner_backend
8254,Susan Peters,90201661,66,55,16,4,5,1,2,5,3,70,63,44,beginner_front_end
8255,Rita Bier,62679819,50,33,44,3,7,5,3,3,0,63,60,63,beginner_front_end
8256,Daphne Gordon,61196970,48,71,21,4,2,2,2,0,8,66,79,69,beginner_backend
8257,John Johnson,90549561,42,43,39,6,4,5,4,3,1,62,55,72,advanced_data_science
8258,Richard Harris,38748464,46,51,76,3,4,9,3,3,1,44,96,74,beginner_data_science
8259,Allen Smith,2069704,41,37,17,5,7,7,1,5,10,62,91,59,advanced_backend
8260,Elizabeth Hendren,20033196,23,72,34,8,3,6,5,4,2,70,33,74,advanced_backend
8261,Wendy Rickard,51054947,20,64,41,1,1,3,7,3,4,63,78,73,advanced_backend
8262,Patrick Cannon,49853530,50,33,14,2,3,3,4,1,6,80,94,76,advanced_backend
8263,Luis Brown,7573251,46,19,30,2,5,5,3,6,2,73,41,63,beginner_front_end
8264,Jon Price,39656455,10,3,43,4,2,2,3,4,3,68,66,72,beginner_data_science
8265,Joey Lopez,65626817,61,70,0,4,10,3,1,5,3,76,59,41,beginner_front_end
8266,Eleanor Bernard,76412078,51,82,10,4,3,4,5,5,3,63,73,77,beginner_backend
8267,Essie Garcia,43394861,20,57,14,4,3,5,0,5,1,70,29,50,advanced_data_science
8268,Kelly Magee,50840759,36,56,40,3,6,4,5,6,3,53,62,52,advanced_front_end
8269,Rosalind Meder,27020363,51,27,47,5,3,3,2,4,3,65,64,87,advanced_data_science
8270,Veronica Terry,10546706,42,40,0,1,9,2,4,8,6,87,89,64,beginner_front_end
8271,Vivian Griess,84309424,18,40,39,3,6,4,2,8,3,69,84,82,beginner_backend
8272,Stephen Denger,78996523,26,33,8,1,5,2,0,5,4,78,60,55,beginner_front_end
8273,James Neiman,27896940,14,27,20,2,4,3,6,6,2,60,62,68,beginner_data_science
8274,William Hefley,73887047,16,67,42,2,7,3,2,3,2,52,76,35,advanced_front_end
8275,John Adorno,30934366,65,38,24,6,2,8,2,4,4,51,63,70,advanced_data_science
8276,Ian Lewis,55088782,33,30,30,1,3,3,9,4,2,72,47,35,beginner_data_science
8277,Jesus Cantu,73416962,20,64,31,3,4,4,5,4,4,57,77,56,advanced_backend
8278,Brian Paz,69150968,0,23,36,2,6,5,2,2,6,79,91,71,beginner_backend
8279,Mary Gardner,86834210,64,48,21,4,5,4,4,5,5,53,68,67,advanced_backend
8280,Walter Peters,69613717,29,36,63,4,4,3,6,7,1,84,89,83,beginner_backend
8281,Thomas Wolf,87937346,64,20,17,1,8,3,3,5,1,63,73,65,beginner_front_end
8282,Dawn Davis,27028464,29,53,49,7,3,6,6,0,3,47,69,53,beginner_data_science
8283,Pamela White,12697573,0,7,47,1,5,4,2,6,3,79,61,58,advanced_data_science
8284,Gabriel Harris,39145825,44,10,51,1,7,3,5,6,4,66,61,70,beginner_front_end
8285,Cathryn Dyer,98494551,24,47,43,3,6,0,2,5,1,82,56,47,beginner_front_end
8286,Gabriel Dunphy,51457994,15,55,39,3,0,3,7,2,2,66,76,84,advanced_backend
8287,Owen Fleming,48936739,30,7,25,2,3,1,2,5,0,75,,70,beginner_front_end
8288,Joyce Pancoast,73923063,7,27,52,3,1,8,1,2,3,38,47,63,beginner_data_science
8289,Patrick Trivedi,51469577,62,15,44,1,6,4,4,3,0,64,73,71,beginner_front_end
8290,David Smith,85633583,62,52,57,4,4,4,3,7,2,67,59,63,advanced_data_science
8291,Yesenia White,17774528,29,65,27,4,3,4,2,1,3,73,68,52,beginner_backend
8292,Ruth Kilgore,19810293,85,41,9,1,11,6,2,1,0,52,77,63,beginner_front_end
8293,Peter Shirley,67923798,41,44,38,1,3,6,3,5,2,59,82,80,beginner_data_science
8294,Theresa Magers,53360201,37,70,40,2,3,3,7,6,6,53,67,87,advanced_data_science
8295,James Hewitt,17132953,69,68,52,3,6,4,3,2,3,46,63,72,beginner_data_science
8296,Gaylord Donelson,78084870,20,20,57,0,1,4,4,7,0,89,82,82,beginner_backend
8297,Eugene Shelly,18336801,0,10,56,5,0,12,2,0,4,76,,74,beginner_data_science
8298,Harvey Kess,41260408,45,40,63,1,1,,3,5,3,66,62,73,beginner_backend
8299,Katelyn Wiebe,39460429,0,0,45,3,0,4,1,2,4,36,39,59,beginner_data_science
8300,Martin Robinson,66418790,23,31,25,2,3,2,5,6,3,43,45,68,beginner_data_science
8301,Matthew Robb,93181245,87,90,42,6,2,0,1,11,0,62,68,,beginner_backend
8302,Marie Bradford,8910166,66,39,24,3,7,6,4,3,2,61,68,42,advanced_front_end
8303,Tracy Badman,27969232,0,28,27,7,5,7,3,1,7,90,85,86,advanced_backend
8304,Sonia Eaton,36757992,0,13,3,3,2,6,0,2,5,64,54,84,beginner_data_science
8305,Jose Macpartland,40144036,0,51,21,4,3,5,10,2,7,69,77,55,advanced_backend
8306,Adria Rogers,31498388,13,50,45,2,2,4,0,7,4,75,49,71,advanced_data_science
8307,Della Smtih,8240223,20,63,10,3,4,4,4,2,6,62,91,73,beginner_backend
8308,Catherine Rieger,49036778,90,92,49,7,8,2,6,3,1,72,79,63,advanced_front_end
8309,Mary Smith,12531221,44,33,59,3,5,2,2,4,3,60,70,63,advanced_front_end
8310,Michael Bottoms,43976477,34,27,52,2,5,3,2,7,2,72,61,63,beginner_front_end
8311,Demarcus Stevenson,29489091,34,53,14,3,4,2,2,7,2,79,72,56,beginner_front_end
8312,Leland Heck,5309614,28,68,11,3,4,3,2,4,5,72,79,76,beginner_backend
8313,Richard Napolitano,62066111,43,42,15,6,2,5,4,3,4,82,77,58,advanced_backend
8314,Stephen Couture,15381466,54,37,52,2,4,4,2,3,3,64,68,84,advanced_data_science
8315,Julie Roche,46261202,71,34,27,5,2,7,1,6,3,52,69,69,advanced_data_science
8316,Annette George,66440760,29,59,22,2,5,5,0,5,4,67,72,61,beginner_backend
8317,Thomas Valentino,6514037,38,41,22,3,5,8,1,3,3,74,70,88,beginner_data_science
8318,Margaret Garon,20201795,23,42,74,3,4,2,2,5,4,61,72,65,advanced_front_end
8319,Timothy Hawk,12285537,19,71,35,5,7,5,4,5,3,66,74,41,advanced_front_end
8320,Carmen Yancey,63229156,66,46,28,7,1,2,5,6,1,65,55,87,advanced_backend
8321,Rosa Meier,34627849,10,0,46,3,2,3,6,3,3,70,76,63,beginner_data_science
8322,Geraldine Jordan,97667200,0,6,9,1,6,4,0,6,2,86,45,46,beginner_backend
8323,Eunice Jackson,59680102,25,70,14,8,6,6,5,3,1,49,56,43,advanced_backend
8324,Todd Saathoff,94398098,58,63,19,5,3,4,2,6,2,72,53,71,advanced_data_science
8325,David Schmitz,42744168,9,30,42,2,4,2,1,3,6,65,48,66,beginner_backend
8326,Russel Herrington,50636651,31,76,47,4,5,1,3,3,3,62,64,74,advanced_front_end
8327,Herbert Parker,31610092,73,11,51,4,3,7,0,4,1,40,50,4,advanced_front_end
8328,John Leyva,41317357,16,37,56,2,6,3,1,5,3,49,77,38,advanced_front_end
8329,Kurt Henriques,14613298,57,60,30,5,2,7,1,3,5,73,69,69,advanced_backend
8330,Douglas Seigel,74135675,102,29,24,1,5,8,1,6,1,51,31,56,beginner_front_end
8331,Joseph Jackson,64374484,26,25,11,1,3,1,1,6,3,83,62,60,beginner_front_end
8332,Michael Newsom,2313740,38,53,63,2,0,1,2,6,3,57,70,91,beginner_backend
8333,Robert Kirkland,51099648,40,61,17,3,1,1,4,3,7,56,72,69,beginner_backend
8334,Frank Sergi,72742723,74,62,20,4,9,1,0,3,4,63,65,40,beginner_front_end
8335,James Burley,16971425,4,11,45,0,2,4,4,6,3,76,74,81,beginner_backend
8336,Robert Schrum,37820613,42,30,23,0,5,9,1,7,1,72,99,88,beginner_data_science
8337,Jason Crossmon,10715335,50,59,19,5,7,3,3,2,4,66,80,50,beginner_front_end
8338,Keith Shreve,91728929,0,66,36,6,3,9,5,2,3,73,80,53,advanced_backend
8339,Derek Groves,79016949,34,62,46,3,6,2,5,5,4,53,78,69,advanced_front_end
8340,Michael Sullivan,73418488,24,70,73,4,7,1,4,7,1,56,62,57,advanced_front_end
8341,Janee Perkins,96667815,51,31,23,5,4,4,2,3,2,62,63,78,advanced_data_science
8342,John Yarbrough,73127599,52,35,21,5,4,4,1,4,0,67,40,55,advanced_data_science
8343,Brittany Jackson,14418746,50,55,38,2,2,1,4,7,3,64,75,89,beginner_backend
8344,Vivian Niederberger,25417629,60,60,16,1,1,0,1,12,0,60,30,,beginner_backend
8345,Ronald Roberts,59193897,50,54,77,6,3,1,1,4,3,67,80,64,advanced_front_end
8346,John Mcmurray,25508574,9,5,63,2,0,0,1,6,1,80,44,57,beginner_front_end
8347,Linda Jones,40778774,31,46,49,5,4,4,2,6,6,71,84,82,advanced_backend
8348,Karen Figueras,86519039,15,85,75,7,3,3,3,6,4,77,67,62,advanced_front_end
8349,Anna Sivak,66689892,16,54,46,5,3,0,3,4,5,82,46,42,beginner_front_end
8350,Vincent Sutherland,46918699,27,26,32,3,3,2,3,1,3,33,41,64,beginner_data_science
8351,Bernice Ferrell,49890088,49,73,35,5,6,4,4,3,3,61,68,48,advanced_front_end
8352,Irvin Sweat,5984934,48,41,62,5,4,2,4,8,0,73,72,79,beginner_backend
8353,Bryan Caggiano,79820160,60,56,47,5,0,2,5,6,0,64,64,72,beginner_backend
8354,Lynn Heiliger,59120701,35,27,63,1,2,2,1,5,2,54,62,64,advanced_front_end
8355,Philip Leitner,96178475,62,76,27,2,1,3,0,8,0,74,62,65,beginner_backend
8356,Joyce Potts,7706069,0,47,6,1,5,7,0,2,5,83,74,46,beginner_backend
8357,Mark Lee,6654436,61,69,15,7,1,8,3,7,6,51,57,79,advanced_data_science
8358,Eva Cervantes,57613039,50,54,0,2,4,3,1,6,7,77,40,41,beginner_front_end
8359,Brenda Milligan,62807302,0,0,56,2,5,5,4,6,3,78,56,73,beginner_backend
8360,Todd Nixon,94290508,45,39,51,4,4,5,4,2,3,64,88,75,beginner_data_science
8361,Christopher Ouellette,19491929,54,78,13,3,0,1,2,7,0,67,69,70,beginner_backend
8362,William Miller,39361178,57,70,60,4,2,5,6,4,4,58,100,93,beginner_backend
8363,Mary Biermann,21438613,42,13,41,3,5,4,2,4,5,53,83,60,advanced_front_end
8364,Hope Lesneski,80001894,31,51,37,5,2,5,7,6,7,72,70,53,advanced_backend
8365,Emily Mitchell,46852540,59,48,36,4,3,1,7,7,1,65,49,68,beginner_backend
8366,Michael Rinehart,78173489,23,41,71,3,4,4,6,2,2,40,65,54,beginner_data_science
8367,William Robinson,31650794,52,53,74,1,4,3,6,3,6,49,50,80,advanced_data_science
8368,Audry Daniel,68670033,26,47,0,4,4,0,1,6,7,96,54,41,beginner_front_end
8369,Patty Houston,52698279,54,53,16,6,1,6,2,6,4,63,60,75,advanced_data_science
8370,Wendy Wallace,36872271,59,80,10,4,0,1,5,3,2,70,81,75,beginner_backend
8371,Rosa Sapp,64551845,6,21,54,2,6,4,4,6,5,70,94,92,beginner_backend
8372,Amber Marie,74889951,67,28,38,3,6,4,7,4,5,69,60,64,beginner_front_end
8373,Jerome Shapiro,1227311,42,41,48,4,5,3,5,5,2,87,73,85,advanced_front_end
8374,Sheryl Hamburg,26207673,51,92,44,3,5,3,5,5,2,78,52,68,advanced_data_science
8375,Brian Watson,84949934,9,37,55,3,1,5,1,6,6,62,62,65,advanced_front_end
8376,Robert Ramirez,41812440,61,12,21,3,6,3,6,3,2,68,71,70,beginner_front_end
8377,Jan Chavez,22120753,43,76,17,5,1,3,7,3,3,59,76,80,beginner_backend
8378,Mary Solomon,46462739,24,32,0,0,4,6,1,5,3,44,52,81,beginner_data_science
8379,Martha Hachting,83115063,4,23,10,2,3,1,2,7,1,79,42,67,beginner_backend
8380,Kenneth Paterson,58647744,54,52,44,4,2,5,0,2,5,53,67,83,beginner_data_science
8381,David Petrucci,11153849,53,55,33,4,5,4,5,4,4,52,75,61,advanced_front_end
8382,Douglas Hutchinson,99221306,78,69,64,3,0,5,4,8,7,65,58,71,advanced_backend
8383,Galen Gilbert,40294314,30,56,36,3,4,5,0,5,3,66,57,70,advanced_data_science
8384,Adam Warmack,66867546,71,44,26,5,5,4,3,7,4,70,55,53,beginner_front_end
8385,Katie Goldberg,81229420,57,9,14,4,5,4,2,6,5,76,54,64,beginner_front_end
8386,Ryan Council,78235513,17,43,84,0,4,4,3,4,7,45,66,79,advanced_data_science
8387,Felix Pender,40266445,83,42,16,3,3,4,3,1,7,84,80,69,advanced_backend
8388,Stephanie Downey,66056788,20,11,32,3,2,5,4,7,10,75,100,79,advanced_backend
8389,Todd True,5860823,85,23,40,3,6,5,2,4,2,53,49,58,beginner_front_end
8390,David Robinson,51481822,51,55,1,6,7,4,6,2,3,54,51,60,advanced_backend
8391,Oretha Hlavac,87272808,23,67,3,4,3,4,1,5,0,78,64,51,beginner_backend
8392,Louise George,95510954,33,58,42,3,2,6,5,2,7,69,72,75,advanced_backend
8393,Albert Lapage,43158308,22,38,39,4,3,3,3,2,5,68,59,59,beginner_backend
8394,Patty Tillett,40495363,63,25,23,2,7,2,2,8,3,68,69,61,beginner_front_end
8395,Bessie Carroll,19852406,13,39,0,8,7,5,5,1,1,74,63,52,advanced_backend
8396,Mary Walker,17317244,63,50,59,5,4,4,4,5,2,77,59,66,advanced_front_end
8397,Stephen Palmer,51817674,0,34,59,0,2,3,2,6,5,45,61,67,advanced_front_end
8398,Eva Kelly,21675172,36,44,18,1,5,0,3,2,3,75,75,47,beginner_front_end
8399,Angelina Cook,95566112,60,46,0,8,7,6,3,5,8,83,71,57,beginner_front_end
8400,Eddie Little,83263097,34,66,19,6,1,6,0,2,3,74,51,100,advanced_data_science
8401,Larry Aguirre,58704804,46,5,41,3,2,3,4,4,2,67,53,64,beginner_front_end
8402,Irene Sims,80959081,69,70,84,5,4,4,2,3,4,65,70,64,beginner_data_science
8403,George Ervin,81610369,58,39,49,3,6,4,2,6,3,58,60,57,beginner_front_end
8404,Joe Barnes,81852439,34,57,41,6,3,7,4,4,8,79,67,64,advanced_backend
8405,Gladys Thacker,44258695,13,41,57,5,1,7,3,0,3,41,73,66,beginner_data_science
